분류,제목,날짜_월,날짜_일,분기
기타,지적불부합지일수록 과정 설명이 필요하지 않을까요? (2),6,25,2
기타,상수도 수질 관리 좀 해주세요~필터가 3일만에 까맣게 변했습니다~ (1),6,25,2
기타,지적재조사 재미있는 사업입니다.,6,23,2
기타,학운동 주민센터 근무태반 및 불친절,6,21,2
기타,석유업체 불법 허가 부분. (1),6,18,2
기타,텃밭 관련 민원입니다 (1),6,18,2
기타,아니 좀 민원인 말 좀 이해를 하고 답변 하세요,6,18,2
기타,답변할 때 민원인 이름 거론해도 되는지?,6,18,2
기타,진짜 계속 똑같은 답변만 하네요,6,18,2
기타,자동차 취득세 억울합니다..,6,17,2
기타,집에서라도 제발 편히 쉽시다,6,17,2
기타,지적재조사 사업 땅 면적 모른채 진행한다? (2),6,16,2
기타,골목길 안전보안등,6,15,2
기타,합동분향소 관련 문제제기드려요,6,14,2
기타,다시 기름냄새 피해 및 화재 때문에 걱정됩니다. (1),6,14,2
기타,동구문화센터수영장,6,14,2
기타,학동 붕괴사고 희생자 합동분향소 관련,6,14,2
기타,남광주시장 노점상 및 수족관 파라솥 관련 구청장님께 (2),6,14,2
기타,지적재조사 사업. 내 땅에 대한 권리는 철저히 무시하는 사업,6,14,2
기타,지적재조사 사업 진행시 지적불부합지일수록 주민들에게 면적에 대한 부분을 알려줘야 하는게 맞는 거 아닌가요? (1),6,14,2
기타,전남대 응급실 건너편 대형 화분 치워주세요,6,14,2
기타,대인동 영무파라드 1층 공사중 술집 소음,6,13,2
기타,고양이 사체..ㅠ,6,13,2
기타,석유업체 관리 행태 소홀 2번째 민원 (1),6,13,2
기타,유치원 학교등 사각지역에 cctv 설치필요 (1),6,12,2
기타,실외기 소음 및 열풍,6,12,2
기타,더러워진 태극기 ~~ (1),6,8,2
기타,업무용 휴대폰,6,8,2
기타,석유업체 근처 담배꽁초 관리 (1),6,7,2
기타,텃밭 관련 답변 보았습니다,6,7,2
기타,동명동 전남여고쪽 쓰레기 분리수거함 설치 요청 (2),6,5,2
기타,동명동 주차 관련,6,5,2
기타,장통로54(동명동)가로등교장 (1),6,5,2
기타,산수1동 행정복지센터 민원처리 (1),6,4,2
기타,위험물차 사람 지나다니는 곳 앞에 버젓히 주차 민원 (1),6,3,2
기타,소음!!,6,1,2
기타,하수도문제 민원 접수합니다.,5,31,2
기타,동명동 강아지 똥 안 치우시는 분들 많네요 (5),5,31,2
기타,반려동물 키100센티미터 등록제시행,5,27,2
기타,부가가치세 또는 종합소득신고 (3),5,26,2
기타,충장로 시내 특정매장이 너무 시끄럽습니다.,5,25,2
기타,마트소음,5,23,2
기타,계림동치안,5,23,2
기타,제초 (1),5,22,2
기타,마트 소음공해,5,20,2
기타,새벽 편의점 노상 음주 고성방가,5,20,2
기타,글을 읽어보시고 개선 부탁 드립니다.,5,20,2
기타,청장 비서실에 공개 요청합니다 (2),5,18,2
기타,애완견 문제가 사는데 애로사항입니다 (2),5,18,2
기타,옥상에서 개가 미친듯이 짖어요 (1),5,17,2
기타,지방 공휴일에 대한 질문,5,16,2
기타,늦은밤 소음 신고,5,8,2
기타,신규 아파트관련 구청장님 확인해 주시기 바랍니다,5,8,2
기타,푸른길 (1),5,7,2
기타,그랜드센트럴 울타리 설치 시급 마사회 등,5,7,2
기타,그랜드센트럴 울타리설치필요합니다,5,7,2
기타,그랜드센트럴 울타리 적극 찬성합니다!!!,5,7,2
기타,늦은 밤 소음 신고,5,7,2
기타,그랜드센트럴 18통 통장 해촉을 원합니다,5,6,2
기타,(건설과)성실하고이해가능한 답변부탁드림니다(정말로너무너무하십니다)이건아님니다,5,3,2
기타,문화전당 주변 소음 (1),4,28,2
기타,소음 (1),4,28,2
기타,동구청 앞 소음 (1),4,28,2
기타,보행자안전을 위한 차도와 인도 구분턱 설치 요청 (4번째),4,28,2
기타,지방소득세 체납세 돌려달라,4,27,2
기타,내남지구텃밭 (1),4,26,2
기타,75세이상 코로나바이러스 접종 수송관련 문의드립니다.,4,20,2
기타,주택 대형견,4,19,2
기타,언제 보나요? (1),4,18,2
기타,충장동 주민자치회 주사님 칭찬합니다 (1),4,15,2
기타,포장과가로등,4,14,2
기타,광주시민들을 위해 대기업의 횡포를 부디 막아주세요,4,13,2
기타,가로등 고장 (1),4,12,2
기타,이마트 동광주점의 전기요금 분쟁을 조정해 주시기 바랍니다. (1),4,12,2
기타,"소상공인의 피와눔물을 빨아먹는 동광주이마트,,,",4,10,2
기타,용산생활 체육공원 문의입니다.,4,9,2
기타,계림동 이마트관련 분쟁해결 및 조정요청,4,9,2
기타,노출된 전선 확인 (1),4,7,2
기타,체육센터 주차장 ㅡㅡ,4,7,2
기타,코로나19예방접종안내,4,3,2
기타,소음,4,2,2
기타,가로등 불빛이 안나옵니다,4,2,2
기타,편의점 야외테라스(테이블) 소음 문제,4,2,2
기타,체육센터주차장 만든다고 집때려부시는소리,3,31,1
기타,개짓는소리에잠을못자요 (2),3,30,1
기타,골목에 방범CCTV설치 부탁드립니다.,3,28,1
기타,동명로 63 골목길 가로등 점검 (1),3,27,1
기타,통장의 역할이 무엇인지요? (1),3,26,1
기타,소음 민원,3,26,1
기타,주민센터 입구에 앉아있는 분의 업무는 뭔가요?,3,26,1
기타,충장로1가 알라딘서점앞 인도 바닥에 걸림물이 보해에 위험합니다,3,25,1
기타,답변이 부족한게 있으니 청장님 면담 신청합니다. (1),3,24,1
기타,구청장님에게 바란다 했더니 무슨 하수계가 답변을 주십니까?,3,18,1
기타,구청장님에게 바랍니다,3,17,1
기타,시위로 인한 소음 신고합니다. (1),3,16,1
기타,불법주차단속해주세요,3,14,1
기타,계림2동 주민입니다,3,12,1
기타,구청장님 그리고 충장동직원분께 감사합니다 (1),3,10,1
기타,영업외 장소 진열대 배치,3,10,1
기타,영업외 장소 진열대 배치,3,10,1
기타,행인의 비 양심적인 행동 (6),3,8,1
기타,청장님 면담을 주선해주세요-!!,3,7,1
기타,강아지 소음 민원,3,5,1
기타,관등성명이나 좀 대고 근무하시길 바랍니다 (4),3,3,1
기타,마스크미착용신고 (1),3,2,1
기타,소음 방지및 야외 영업 금지요청,2,27,1
기타,본관현관 (2),2,24,1
기타,동구청장님께 (1),2,23,1
기타,노상주차장 개인 점유,2,22,1
기타,공용주차장 캠핑카 카라반 주차,2,22,1
기타,소음 방지및 야외 영업 금지요청,2,21,1
기타,지산1동행정복지센터민원창구업무능력에 감탄합니다 (3),2,15,1
기타,전망대 까페관련 민원이 폭주합니다,2,13,1
기타,천변 다리밑 불피우는것제지 요청 (1),2,2,1
기타,빛고을신문 (1),1,28,1
기타,누수로 인한 조치 요청,1,27,1
기타,서석초 닭 울음소리 밤마다 시끄럽습니다,1,26,1
기타,왜 공유버튼이 안보일까요,1,21,1
기타,아파트 관리사무소 업무와 관련하여 문의드립니다.,1,13,1
기타,가로등 설치 부탁드립니다,1,10,1
기타,악취로 힘듭니다.,1,8,1
기타,2009년 주정차위반과태료 청구서가 10년째!!!!!!,1,8,1
기타,동구 관내 제설함 위치 문의드립니다,1,7,1
기타,너무불쾌합니다. (3),1,4,1
기타,코로나 19 브런치카페 운영,1,3,1
기타,"동의 없는 cctv 설치 때문에 초상권, 사생활 침해가 됩니다. 2번째 (3)",1,2,1
기타,12/22 작성한 21768번 언제 답변 주시나요??,12,29,4
기타,"cctv 때문에 사생활, 초상권 침해가 됩니다 (2)",12,29,4
기타,당산나무 회복에 함께 해주셔서 감사합니다. (4),12,25,4
기타,소방도로문제때문에,12,23,4
기타,동구청장님께,12,17,4
기타,동명동 주차문제해결을 위한 빠른대책요망,12,16,4
기타,2020년 8월로 하수관로가 터져 상가 피해관련,12,16,4
기타,산수2동 불법장애인스티커 발급!!!,12,13,4
기타,계림동홈플러스앞노점야채,12,11,4
기타,남광주역 불법노점상,12,7,4
기타,화재대피용 방연마스크 공공기관 비치 협조 의뢰 건.,12,4,4
기타,장마피해로 민원을 넜었습니다.해결이 안되내요 (1),12,3,4
기타,지적과 참 큰일 날 사람들이네요,11,28,4
기타,푸른길두산위브 창고 임의사용,11,28,4
기타,용산체육공원 마스크 미착용자,11,28,4
기타,저번 민원에 이어서 말씀 드립니다,11,27,4
기타,신고합니다. (4),11,26,4
기타,계림홈플앞,11,25,4
기타,살레시오여자고등학교 소음,11,23,4
기타,소음및진동,11,17,4
기타,남광주시장 불법노점상 문제,11,15,4
기타,가정용 태양광 패널 지원사업 고려해주세요!,11,14,4
기타,"평생학습도시로 가는 지름길 ""함께 나누는 책속의 감동문구"" (1)",11,12,4
기타,슬기로운 집콕 독서 칭찬합니다 (1),11,12,4
기타,가로등 교체부탁 드립니다,11,10,4
기타,승용차좀 치워주라고좀 해주세요. (1),11,9,4
기타,민원처리시 불친절함에대해,11,5,4
기타,가로등전등교체,11,5,4
기타,산수1동 주민센터,11,4,4
기타,들개가 돌아다녀요,11,2,4
기타,남광주시장 천변 도로 점검,11,2,4
기타,식중독 단체 감염,11,2,4
